사업유형,사업번호,사업계획변경순번,사업년도,사업명,심사상태코드,최초심의일자,심의요청일,심의종료일,삭제여부
사회서비스형,2023-09673,1,2023,대덕구사회서비스지원사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-21 00:00,N
시장형,2023-09995,7,2023,실버카페(카페디노진주),승인완료,2023-05-22 00:00,2023-05-19 00:00,2022-12-28 00:00,N
공익활동형,2023-09997,4,2023,시설관리활동팀,승인완료,2023-06-22 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-10003,3,2023,승강장을누비자활동팀,승인완료,2023-06-22 00:00,2023-06-22 00:00,2022-12-16 00:00,N
공익활동형,2023-10016,3,2023,한울타리활동팀,승인완료,2023-06-23 00:00,2023-06-22 00:00,2022-12-16 00:00,N
시장형,2023-10219,1,2023,미싱씨스터즈,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
사회서비스형,2023-10220,3,2023,노인지원서비스,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-19 00:00,N
시장형,2023-10229,4,2023,콩카페 2호점(보람점),승인완료,2023-06-30 00:00,2023-06-30 00:00,2022-12-15 00:00,N
사회서비스형,2023-10232,2,2023,행복빨래방,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
사회서비스형,2023-09819,4,2023,사회서비스형 노인맞춤돌봄서비스지원사업,승인완료,2022-12-23 00:00,2022-12-14 00:00,2022-12-16 00:00,N
시장형,2023-09994,2,2023,웰빙식품 및 커피 제조 판매(웰빙카페),승인완료,2022-12-28 00:00,2022-12-28 00:00,2022-12-28 00:00,N
공익활동형,2023-10004,4,2023,아름다운 마을 만들기,승인완료,2023-02-14 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-10033,2,2023,우리아이지킴이할매할배,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
시장형,2023-09609,2,2023,노인일자리서포터즈사업,승인완료,2022-12-28 00:00,2022-12-28 00:00,2022-12-29 00:00,N
사회서비스형,2023-09842,1,2023,시니어안전모니터링,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-12 00:00,N
사회서비스형,2023-10227,1,2023,시니어 청소년시설지원,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-10250,3,2023,보건진료소 안전지킴이,승인완료,2023-01-03 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-10256,1,2023,노노케어,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-09982,1,2023,아이사랑돌보미,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-10040,2,2023,어르신수호천사,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-10126,3,2023,복지시설 급식도우미,승인완료,2023-06-07 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-10233,4,2023,마을안길 환경지킴이,승인완료,2023-06-26 00:00,2023-06-26 00:00,2022-12-15 00:00,N
사회서비스형,2023-10047,2,2023,은빛 탐방 도우미,승인완료,2023-02-21 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-10046,3,2023,커피박새활용사업,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-10115,5,2023,노노케어활동(금빛),승인완료,2023-01-10 00:00,2023-01-10 00:00,2022-12-19 00:00,N
공익활동형,2023-10159,2,2023,재래시장관리지원사업,승인완료,2023-01-05 00:00,2023-01-04 00:00,2022-12-13 00:00,N
공익활동형,2023-10206,2,2023,똑!똑! 노장천사,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
시장형,2023-17555,4,2023,북카페,승인완료,2023-01-19 00:00,2023-01-19 00:00,2023-01-20 00:00,N
사회서비스형,2023-10277,2,2023,우체국행정업무도우미,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-10127,3,2023,할머니랑 이야기보따리 활동,승인완료,2023-01-03 00:00,2022-12-19 00:00,2022-12-19 00:00,N
사회서비스형,2023-10359,2,2023,노인일자리업무지원단,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-10361,3,2023,폐농자재관리사업,승인완료,2023-01-02 00:00,2022-12-29 00:00,2022-12-15 00:00,N
공익활동형,2023-10081,3,2023,건강과 돌봄 건강리더 노인일자리 사업,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-21 00:00,N
시장형,2023-10140,2,2023,카페모람,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-19 00:00,N
사회서비스형,2023-10366,2,2023,실버연금가이드,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-08902,2,2023,프렌즈헬퍼(복지시설지원),승인완료,2023-01-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-09095,2,2023,초등학교 급식도우미,변경심사요청,2023-08-25 00:00,2023-08-25 00:00,2022-12-22 00:00,N
공익활동형,2023-10125,1,2023,스쿨존교통지원,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-13 00:00,N
공익활동형,2023-10376,2,2023,꽃길가꾸기,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-19 00:00,N
사회서비스형,2023-10383,3,2023,사회서비형(시설지원도우미),승인완료,2023-02-28 00:00,2022-12-14 00:00,2022-12-19 00:00,N
사회서비스형,2023-10394,2,2023,보육시설지원,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
사회서비스형,2023-09538,1,2023,나누리 안심보안관,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-17 00:00,N
시장형,2023-09618,2,2023,카페어울림(부평우체국점),승인완료,2023-06-30 00:00,2022-12-19 00:00,2022-12-20 00:00,N
사회서비스형,2023-09800,1,2023,노인무료급식시설지원,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-09851,4,2023,9988행복지키미,승인완료,2023-07-28 00:00,2022-12-14 00:00,2022-12-19 00:00,N
공익활동형,2023-09967,2,2023,노노케어,승인완료,2023-01-05 00:00,2023-01-04 00:00,2022-12-14 00:00,N
사회서비스형,2023-10026,1,2023,사랑도우미,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-10034,1,2023,문화재환경지킴이,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-10035,3,2023,강변관리단,승인완료,2023-04-14 00:00,2023-01-05 00:00,2022-12-14 00:00,N
공익활동형,2023-10038,2,2023,안산숲사랑,승인완료,2023-06-30 00:00,2023-06-21 00:00,2022-12-17 00:00,N
시장형,2023-10245,4,2023,여민동락북카페,승인완료,2023-03-17 00:00,2022-12-15 00:00,2022-12-15 00:00,N
시장형,2023-10248,3,2023,매일쓱싹사업단,승인완료,2023-09-08 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-10043,2,2023,은빛 찾아드림단,승인완료,2023-02-21 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-10065,9,2023,2023년 노인일자리(공익활동) 복지시설봉사,승인완료,2023-05-19 00:00,2023-04-17 00:00,2022-12-26 00:00,N
사회서비스형,2023-09909,2,2023,장기요양 도우미,반려,2023-01-04 00:00,2023-01-04 00:00,2022-12-21 00:00,Y
공익활동형,2023-09924,1,2023,거리질서홍보봉사단,반려,2022-12-12 00:00,2022-12-12 00:00,,Y
시장형,2023-09960,6,2023,참기름제조판매사업(참방앗간),승인완료,2023-05-02 00:00,2023-02-24 00:00,2022-12-28 00:00,N
공익활동형,2023-10234,3,2023,노노케어,승인완료,2023-01-03 00:00,2022-12-14 00:00,2022-12-14 00:00,N
시장형,2023-10243,5,2023,노노카페 시루공방,승인완료,2023-06-19 00:00,2023-06-16 00:00,2022-12-19 00:00,N
공익활동형,2023-10278,3,2023,마을공원 지킴이,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-10287,2,2023,우리동네 환경 수호대,승인완료,2023-06-07 00:00,2023-06-07 00:00,2022-12-16 00:00,N
사회서비스형,2023-10304,1,2023,우리동네마니또,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-10238,2,2023,복지관 지킴이,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-10266,1,2023,은빛동화구연,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-10284,4,2023,꽃마을 지킴이,승인완료,2023-05-12 00:00,2022-12-14 00:00,2022-12-15 00:00,N
사회서비스형,2023-10102,4,2023,2023년 노인일자리(사회서비스) 보육시설봉사,승인완료,2023-05-19 00:00,2022-12-20 00:00,2022-12-21 00:00,N
공익활동형,2023-10133,1,2023,경로당도우미1,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-13 00:00,N
사회서비스형,2023-10204,1,2023,시니어긴급돌봄SOS,변경심사요청,2023-06-21 00:00,2023-06-21 00:00,2022-12-17 00:00,N
공익활동형,2023-10224,1,2023,버스승강장가꿈이,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
시장형,2023-10237,2,2023,오미자재배,변경심사요청,2023-10-05 00:00,2023-10-05 00:00,2022-12-22 00:00,N
공익활동형,2023-10241,3,2023,공중목욕장도우미,승인완료,2023-01-03 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-10276,3,2023,공공시설 지킴이,승인완료,2023-05-12 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-10308,1,2023,로하스지킴이,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-21 00:00,N
사회서비스형,2023-10301,3,2023,아동복지시설도우미사업단,승인완료,2023-04-28 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-10307,1,2023,노노케어(노노보둠이파견사업),승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-10330,4,2023,실버급식도우미,승인완료,2023-06-07 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-10331,2,2023,경로당 환경지킴이,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-19 00:00,N
공익활동형,2023-10336,4,2023,경로당지원활동,승인완료,2023-02-23 00:00,2023-02-22 00:00,2022-12-15 00:00,N
사회서비스형,2023-10369,3,2023,실버장애인서포터즈,승인완료,2022-12-23 00:00,2022-12-22 00:00,2022-12-16 00:00,N
공익활동형,2023-10370,2,2023,복지도우미,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-19 00:00,N
공익활동형,2023-10371,5,2023,등산로안전지킴이 봉사활동,승인완료,2023-05-19 00:00,2023-05-18 00:00,2022-12-20 00:00,N
공익활동형,2023-10372,1,2023,지역사회안전지킴이,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-19 00:00,N
사회서비스형,2023-07618,1,2023,취약계층 건강관리 지원사업 (행복한 길동무),반려,2022-12-09 00:00,2022-12-09 00:00,,Y
시장형,2023-07710,2,2023,동백감성문구점,승인완료,2023-01-18 00:00,2022-12-09 00:00,2022-12-22 00:00,N
공익활동형,2023-08304,3,2023,노노케어,승인완료,2023-06-28 00:00,2022-12-09 00:00,2022-12-19 00:00,N
공익활동형,2023-09779,2,2023,근린공공시설봉사,승인완료,2023-01-04 00:00,2023-01-04 00:00,2022-12-14 00:00,N
시장형,2023-10064,2,2023,고원영농사업,승인완료,2022-12-29 00:00,2022-12-29 00:00,2022-12-29 00:00,N
공익활동형,2023-10072,4,2023,실버깔끄미,승인완료,2023-01-16 00:00,2023-01-12 00:00,2022-12-15 00:00,N
사회서비스형,2023-10395,3,2023,노인복지시설지원,승인완료,2023-06-28 00:00,2023-06-27 00:00,2022-12-16 00:00,N
사회서비스형,2023-10397,1,2023,노인일자리지원,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
시장형,2023-10398,3,2023,음식 휴게점 (또와 맛집),승인완료,2023-02-03 00:00,2023-02-03 00:00,2023-02-06 00:00,N
공익활동형,2023-10399,1,2023,도시락배달사업 ,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-22 00:00,N
공익활동형,2023-07127,4,2023,사랑돌보미,승인완료,2023-01-10 00:00,2022-12-16 00:00,2022-12-16 00:00,N
시장형,2023-07207,2,2023,엄마손맛,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-09079,2,2023,아름다운 마을 만들기,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-07494,3,2023,지역아동안전지키미,승인완료,2023-01-12 00:00,2023-01-10 00:00,2022-12-12 00:00,N
사회서비스형,2023-07532,2,2023,시니어 컨설턴트,승인완료,2022-12-22 00:00,2022-12-09 00:00,2022-12-16 00:00,N
공익활동형,2023-07725,2,2023,역주변깔끔이,승인완료,2023-02-15 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-07492,2,2023,지역사회환경개선사업,승인완료,2023-01-11 00:00,2023-01-11 00:00,2022-12-13 00:00,N
사회서비스형,2023-07813,1,2023,보육시설지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
공익활동형,2023-09990,3,2023,마을환경맑음이,승인완료,2023-04-14 00:00,2023-01-04 00:00,2022-12-14 00:00,N
사회서비스형,2023-08353,1,2023,노인관련시설지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-21 00:00,N
공익활동형,2023-10098,3,2023,경로당생활안전서비스활동,승인완료,2023-01-03 00:00,2022-12-19 00:00,2022-12-19 00:00,N
공익활동형,2023-10103,2,2023,신바람교육단,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-10142,1,2023,버스정류장지킴이,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-13 00:00,N
사회서비스형,2023-10157,1,2023,우리동네 ESG센터,반려,2022-12-12 00:00,2022-12-12 00:00,,N
공익활동형,2023-10000,2,2023,자연아살자활동팀,승인완료,2023-01-04 00:00,2022-12-12 00:00,2022-12-16 00:00,N
공익활동형,2023-10022,4,2023,스쿨존 교통지원 봉사 사업,승인완료,2023-02-14 00:00,2022-12-13 00:00,2022-12-13 00:00,N
사회서비스형,2023-10164,2,2023,실버사랑나눔(지역아동센터),승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-08138,2,2023,농부와 장난감,승인완료,2023-08-29 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-08244,1,2023,시니어안전관리원,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-16 00:00,N
사회서비스형,2023-08340,1,2023,시니어 뉴스리포터,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-09979,2,2023,공공시설도우미사업,승인완료,2023-01-05 00:00,2023-01-05 00:00,2022-12-14 00:00,N
공익활동형,2023-07479,2,2023,불법촬영실버지킴이단,승인완료,2023-05-24 00:00,2022-12-12 00:00,2022-12-14 00:00,N
시장형,2023-07547,3,2023,한마음카페,승인완료,2022-12-23 00:00,2022-12-23 00:00,2022-12-23 00:00,N
사회서비스형,2023-07780,1,2023,생태학습지원사업,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
시장형,2023-08102,1,2023,더덕껍질벗기기사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-08476,5,2023,초등교통지원,승인완료,2023-02-16 00:00,2023-01-06 00:00,2022-12-12 00:00,N
사회서비스형,2023-07665,3,2023,신노년 북딜리버리&독(讀)깨비,승인완료,2023-02-23 00:00,2022-12-12 00:00,2022-12-12 00:00,N
공익활동형,2023-08233,2,2023,노노케어,승인완료,2023-02-08 00:00,2023-02-07 00:00,2022-12-17 00:00,N
사회서비스형,2023-08659,1,2023,올레바당안전순찰대,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-08784,4,2023,지역사회환경개선사업단,승인완료,2023-03-02 00:00,2023-03-02 00:00,2022-12-21 00:00,N
공익활동형,2023-08137,2,2023,경로당 관리지원,승인완료,2023-01-03 00:00,2023-01-03 00:00,2022-12-09 00:00,N
시장형,2023-08425,1,2023,드림택배,승인완료,2022-12-23 00:00,2022-12-23 00:00,2022-12-26 00:00,N
사회서비스형,2023-08452,2,2023,시니어연금가이드,승인완료,2023-06-13 00:00,2022-12-09 00:00,2022-12-20 00:00,N
공익활동형,2023-09075,1,2023,EM환경봉사지킴이 ,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
시장형,2023-08422,4,2023,빛가람시립도서관실버카페,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-15 00:00,N
시장형,2023-08455,4,2023,한마음휴게실(제빵음료제조판매),승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-19 00:00,N
공익활동형,2023-09150,3,2023,도서관관리지원사업,승인완료,2023-01-20 00:00,2022-12-09 00:00,2022-12-14 00:00,N
공익활동형,2023-07147,4,2023,고독사예방사업단,승인완료,2023-01-09 00:00,2022-12-16 00:00,2022-12-14 00:00,N
시장형,2023-07171,3,2023,엄마손밥상,승인완료,2023-05-18 00:00,2023-05-18 00:00,2022-12-20 00:00,N
공익활동형,2023-07178,1,2023,공공 및 복지시설 어르신 행복드림,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-15 00:00,N
공익활동형,2023-07966,3,2023,공공기관 및 복지시설 관리지원,승인완료,2023-03-05 00:00,2022-12-09 00:00,2022-12-09 00:00,N
시장형,2023-08196,2,2023,백반·밑반찬 제조 판매/향수할매식당(도란도란),승인완료,2023-02-20 00:00,2023-02-19 00:00,2022-12-16 00:00,N
공익활동형,2023-07538,2,2023,도서관봉사,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-15 00:00,N
시장형,2023-08460,2,2023,시니어편의점사업 '행복동행 2호점',승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-19 00:00,N
사회서비스형,2023-08843,3,2023,시니어금융도움소비피해상담,승인완료,2023-02-28 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-07266,2,2023,어르신 인형극 시니어캅스,승인완료,2023-01-04 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-07302,5,2023,노노강사파견,승인완료,2023-02-20 00:00,2023-02-06 00:00,2022-12-19 00:00,N
공익활동형,2023-07367,2,2023,경로당복지사업,변경심사요청,2023-10-05 00:00,2023-10-05 00:00,2022-12-13 00:00,N
공익활동형,2023-08376,2,2023,공공시설 지원,승인완료,2023-02-01 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-09237,2,2023,복지시설봉사1,승인완료,2023-02-03 00:00,2023-01-05 00:00,2023-01-05 00:00,N
사회서비스형,2023-07734,2,2023,맑은물지킴,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-23 00:00,N
공익활동형,2023-07773,2,2023,공공시설봉사활동,승인완료,2023-01-03 00:00,2022-12-09 00:00,2022-12-12 00:00,N
공익활동형,2023-07853,2,2023,노노케어,승인완료,2023-08-31 00:00,2022-12-12 00:00,2022-12-15 00:00,N
사회서비스형,2023-07062,1,2023,도담도담(보육시설지원),승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
시장형,2023-07148,3,2023,은모아금모아,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-19 00:00,N
시장형,2023-08299,1,2023,실버전통식품,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-20 00:00,N
사회서비스형,2023-07355,2,2023,어르신손길서비스(노인),승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-23 00:00,N
시장형,2023-07417,3,2023,경로당양곡 택배사업(은모닝택배),승인완료,2022-12-22 00:00,2022-12-22 00:00,2022-12-22 00:00,N
사회서비스형,2023-08532,1,2023,시니어컨설턴트,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-09831,2,2023,시니어매니저,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-10076,1,2023,노노케어,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-15 00:00,N
공익활동형,2023-10096,3,2023,시니어봉사단,승인완료,2023-01-02 00:00,2022-12-13 00:00,2022-12-14 00:00,N
시장형,2023-07670,2,2023,행복일터공동작업장,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-07755,3,2023,동구환경지킴이,승인완료,2023-07-07 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-06978,2,2023,공공의료시설봉사,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-07096,1,2023,행복드림 장애인시설지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-07260,3,2023,사회복지시설도우미,승인완료,2023-01-05 00:00,2023-01-05 00:00,2022-12-15 00:00,N
공익활동형,2023-07284,2,2023,서천둔치관리지원,승인완료,2023-01-06 00:00,2023-01-04 00:00,2022-12-14 00:00,N
시장형,2023-08411,4,2023,동그라미뻥튀기,승인완료,2023-08-28 00:00,2022-12-13 00:00,2022-12-15 00:00,N
시장형,2023-07719,1,2023,내일공방,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
시장형,2023-07779,1,2023,시니어서비스맨,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
공익활동형,2023-08200,3,2023,공공임대아파트지원사업,승인완료,2023-06-16 00:00,2022-12-13 00:00,2022-12-15 00:00,N
시장형,2023-08284,1,2023,경로당 식품제조 및 소포장 판매사업(더드림愛공동판매장),승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-20 00:00,N
공익활동형,2023-08338,1,2023,지역청결지원 동네한바퀴,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
시장형,2023-07595,1,2023,놀멍쉬멍 톨카페,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-20 00:00,N
공익활동형,2023-07715,4,2023,노노케어,승인완료,2023-06-07 00:00,2023-01-06 00:00,2022-12-14 00:00,N
공익활동형,2023-08279,3,2023,복지시설도우미,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-07175,1,2023,실버강사파견사업-늘품강사,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
공익활동형,2023-08391,4,2023,공공복지시설도우미,승인완료,2023-09-05 00:00,2022-12-29 00:00,2022-12-13 00:00,N
공익활동형,2023-08639,2,2023,성동노인돌보미,승인완료,2023-01-27 00:00,2023-01-26 00:00,2022-12-23 00:00,N
시장형,2023-08791,1,2023,놀멍쉬멍공방,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-20 00:00,N
공익활동형,2023-07471,3,2023,노노케어(실버케어돌봄),승인완료,2023-01-19 00:00,2023-01-06 00:00,2022-12-13 00:00,N
공익활동형,2023-08315,3,2023,정보전달우체부,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-08334,2,2023,우리동네환경지킴이(기타),승인완료,2023-01-04 00:00,2022-12-14 00:00,2022-12-16 00:00,N
사회서비스형,2023-08900,2,2023,시니어학대피해아동지킴이,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-07276,1,2023,석유에너지파수꾼,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-19 00:00,N
사회서비스형,2023-08256,1,2023,유치원도우미,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-07550,3,2023,지역사회환경개선봉사,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-07728,1,2023,이웃우정나눔(우체국행정업무지원),승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
시장형,2023-07791,1,2023,쓩쓩 지하철 택배,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-19 00:00,N
공익활동형,2023-08027,5,2023,실버도서관지원사업,승인완료,2023-01-05 00:00,2023-01-04 00:00,2022-12-19 00:00,N
공익활동형,2023-08290,2,2023,우리동네환경지킴이(주안),승인완료,2023-01-04 00:00,2023-01-04 00:00,2022-12-16 00:00,N
공익활동형,2023-09929,3,2023,공영주차장 봉사활동,승인완료,2023-06-26 00:00,2023-06-22 00:00,2022-12-16 00:00,N
공익활동형,2023-10235,1,2023,공공시설시니어봉사단,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-07706,2,2023,경로당 깔끄미,승인완료,2023-01-10 00:00,2023-01-09 00:00,2022-12-14 00:00,N
공익활동형,2023-08646,1,2023,스쿨존지원봉사(11개월),승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-08911,3,2023,지역아동센터생활지킴이,승인완료,2023-04-12 00:00,2023-04-10 00:00,2022-12-15 00:00,N
공익활동형,2023-08292,2,2023,읍면환경가꾸기,반려,2022-12-12 00:00,2022-12-12 00:00,,Y
사회서비스형,2023-08466,4,2023,노인관련시설지원,승인완료,2023-09-12 00:00,2023-07-04 00:00,2022-12-16 00:00,N
사회서비스형,2023-09094,2,2023,나누리 돌봄시설도우미,승인완료,2023-01-13 00:00,2023-01-13 00:00,2022-12-17 00:00,N
사회서비스형,2023-07504,2,2023,온종일돌봄시설지원 (“좋은친구들”),승인완료,2022-12-22 00:00,2022-12-22 00:00,2022-12-24 00:00,N
공익활동형,2023-07980,2,2023,공익형 보육시설봉사,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-08239,2,2023,월평사랑지킴이,반려,2022-12-13 00:00,2022-12-13 00:00,,Y
사회서비스형,2023-08319,1,2023,시니어 소비 안전지원,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-08349,3,2023,100세 시대 어르신 일자리,승인완료,2023-01-06 00:00,2022-12-09 00:00,2022-12-12 00:00,N
시장형,2023-07671,1,2023,카페향기담음,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-07675,2,2023,거리환경개선사업,승인완료,2023-01-04 00:00,2022-12-09 00:00,2022-12-14 00:00,N
시장형,2023-07762,7,2023,엄마밥상,승인완료,2023-03-13 00:00,2023-01-03 00:00,2022-12-26 00:00,N
공익활동형,2023-08260,1,2023,문화재해설사파견사업,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
사회서비스형,2023-09011,2,2023,시니어 국민생활시설 점검원,승인완료,2023-07-21 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-09832,2,2023,재가복지시설 도우미,승인완료,2023-02-27 00:00,2023-02-27 00:00,2022-12-12 00:00,N
사회서비스형,2023-10097,3,2023,건강과 돌봄 건강리더 노인일자리 사업,삭제요청,2023-01-04 00:00,2022-12-16 00:00,2022-12-16 00:00,Y
공익활동형,2023-10148,4,2023,거리환경지킴이,승인완료,2023-09-14 00:00,2023-01-04 00:00,2022-12-16 00:00,N
