사업유형,사업번호,사업계획변경순번,사업년도,계속사업여부,계속사업시작연도,사업유형코드,비예산여부,특수사업명코드,사업명,관활시도명,시군구코드,관할시군구,기관ID,수행기관시도명,수행기관시군구,사업기간시작일,사업기간종료일,사업계획서상태코드,목표일자리수,최초등록첨부파일,최근승인첨부파일,삭제여부
공익활동형,2022-10339,2,2022,Y,2020,공원 놀이터 등 공공시설 봉사(A-13),N,105001,버스정류장지킴이,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-12-30,승인완료,300,2022년+버스정류장.hwp,2022년+버스정류장(변경).hwp,N
공익활동형,2022-10410,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,솔향 사천면 봉사단,강원도,4215000000,강릉시,313,강원도,강릉시,2022-01-10,2022-11-30,승인완료,200,솔향+사천면+봉사단.hwp,,N
공익활동형,2022-10433,4,2022,Y,2021,스쿨존교통지원 봉사(A-08),N,105001,스쿨존교통안전지킴이,전라북도,4571000000,완주군,1422,전라북도,완주군,2022-01-01,2022-12-31,승인완료,48,2022년 스쿨존교통안전지킴이 사업계획서.hwp,5.+2022년+스쿨존교통안전지킴이+사업계획서(예산변경).hwp,N
사회서비스형,2022-10744,5,2022,N,2022,가정서비스 지원(B-05),N,105001,아동관련시설지원,경상남도,4831000000,거제시,2641,경상남도,거제시,2022-02-01,2022-11-30,승인완료,6,아동관련시설지원(한우리노인통합지원센터)_2022년.hwp,아동관련시설지원(한우리노인통합지원센터)_2022년+수정후(8월30일).hwp,N
공익활동형,2022-08695,6,2022,Y,2020,기타(A-19),N,105001,면단위공중목욕장관리,전라남도,4682000000,해남군,388,전라남도,해남군,2022-01-03,2022-12-31,승인완료,41,면단위공중목욕장관리.hwp,★면단위공중목욕장관리.hwp,N
사회서비스형,2022-08881,2,2022,N,2022,노인 관련 시설지원(B-07),N,105001,노인시설(실버도우미),전라북도,4579000000,고창군,1032,전라북도,고창군,2022-01-03,2022-10-31,승인완료,20,노인시설(실버 도우미)22년 사업계획서.hwp,,N
공익활동형,2022-09089,1,2022,Y,2022,공공의료 및 복지시설 봉사(A-15),N,105001,경로당도우미파견사업,강원도,4221000000,속초시,1224,강원도,속초시,2022-01-03,2022-12-31,승인완료,170,2022년 경로당도우미파견사업 사업계획서.hwp,,N
공익활동형,2022-09403,2,2022,N,2022,스쿨존교통지원 봉사(A-08),N,105001,스쿨존교통안전캠페인,부산광역시,2620000000,영도구,505083,부산광역시,영도구,2022-01-14,2022-12-30,승인완료,32,2022년 단위사업계획서(스쿨존교통안전캠페인사업단).hwp,2022년+단위사업계획서(스쿨존교통안전캠페인사업단).hwp,N
공익활동형,2022-09559,1,2022,Y,2017,지역아동센터 봉사(A-11),N,105001,행복사랑 아동센터지킴이,경기도,4183000000,양평군,1125,경기도,양평군,2022-01-03,2022-12-30,승인완료,10,공공시설봉사 - 행복사랑 아동센터지킴이10.hwp,,N
공익활동형,2022-27947,3,2022,N,2022,공공의료 및 복지시설 봉사(A-15),N,105001,스마트알리미사업단,부산광역시,2629000000,남구,478,부산광역시,남구,2022-02-21,2022-12-30,승인완료,4,2022년_스마트알리미사업단 -1.hwp,,N
공익활동형,2022-08497,1,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,푸른공원 돌보미,경상북도,4792000000,봉화군,339083,경상북도,봉화군,2022-01-17,2022-12-17,승인완료,290,푸른공원 돌보미(2022).hwp,,N
시장형,2022-08508,2,2022,Y,2021,매점(편의점)(E-10),N,105001,시니어편의점(행복동행),경기도,4119000000,부천시,163,경기도,부천시,2022-01-01,2022-12-31,승인완료,9,2022년 시니어편의점 사업계획서.hwp,,N
사회서비스형,2022-09689,1,2022,Y,2019,노인 관련 시설지원(B-07),N,105001,노인복지시설지원,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,50,2022년 사회서비스형 노인복지시설지원 사업계획서.hwp,,N
사회서비스형,2022-09715,1,2022,Y,2020,온종일돌봄 시설 지원(B-02),N,105001,행복사랑 돌봄시설지킴이,경기도,4183000000,양평군,1125,경기도,양평군,2022-01-10,2022-11-30,승인완료,2,사회서비스 - 행복사랑 돌봄지킴이2.hwp,,N
시장형,2022-09758,3,2022,Y,2020,카페(E-08),N,105001,영도할매풀잎0℃카페사업단,부산광역시,2620000000,영도구,2355,부산광역시,영도구,2022-01-03,2022-12-31,승인완료,10,2022년영도할매풀잎0℃카페사업단사업계획서+(1).hwp,2022년영도할매풀잎0℃카페사업단사업계획서+(1).hwp,N
시장형,2022-10150,2,2022,N,2022,카페(E-08),N,105001,여담카페,경기도,4167000000,여주시,25083,경기도,여주시,2022-01-03,2022-12-31,반려,14,2022년 여담카페 사업계획서.hwp,,Y
사회서비스형,2022-10208,1,2022,N,2022,시니어 컨설턴트(B-11),N,105001,시니어컨설턴트,전라북도,4521000000,김제시,2356,전라북도,김제시,2022-01-03,2022-11-30,승인완료,3,22_시니어컨설턴트.hwp,,N
사회서비스형,2022-09076,11,2022,Y,2021,장애인 서비스 지원(B-06),N,105001,장애인지원,경상남도,4885000000,하동군,355083,경상남도,하동군,2022-01-03,2022-12-31,승인완료,12,11. 장애인지원 사업계획서...2.hwp,11. 장애인지원 .수정6.hwp,N
시장형,2022-09078,2,2022,Y,2019,기타(E-19),N,105001,스타벅스 시니어서비스맨사업,강원도,4221000000,속초시,1224,강원도,속초시,2022-01-03,2022-12-31,승인완료,8,2022년 스타벅스 시니어서비스맨 사업계획서.hwp,,N
공익활동형,2022-09289,3,2022,Y,2021,문화재시설 봉사(A-14),N,105001,문화자연사랑지킴이,충청남도,4482500000,태안군,2817,충청남도,태안군,2022-02-01,2022-12-31,승인완료,140,2022년 문화자연사랑지킴이 사업계획서.hwp,2022년 문화자연사랑지킴이 사업계획서(1025).hwp,N
사회서비스형,2022-09805,1,2022,N,2022,온종일돌봄 시설 지원(B-02),N,105001,구미시니어클럽(온종일돌봄지원),경상북도,4719000000,구미시,175,경상북도,구미시,2022-01-03,2022-12-30,승인완료,36,2022년 온종일돌봄지원 사업계획서(최종).hwp,,N
공익활동형,2022-08340,3,2022,Y,2020,보육시설 봉사(A-10),N,105001,보육시설봉사,광주광역시,2911000000,동구,236085,광주광역시,동구,2022-01-11,2022-12-31,승인완료,20,22년도 사업계획서-보육.hwp,,N
시장형,2022-08539,2,2022,Y,2019,기타(E-19),N,105001,화단및텃밭관리사업 '실버정원사',경기도,4119000000,부천시,163,경기도,부천시,2022-01-13,2022-12-31,승인완료,68,2022년 화단및텃밭관리사업 사업계획서.hwp,,N
공익활동형,2022-08796,1,2022,Y,2022,건강체조 취미생활 지도(A-20),N,105001,게이트볼 강사파견,전라북도,4579000000,고창군,1032,전라북도,고창군,2022-01-03,2022-11-30,승인완료,15,게이트볼+22사업계획(미정).hwp,,N
공익활동형,2022-09230,2,2022,Y,2009,노노케어(A-01),N,105001,노노케어(은가비),전라남도,4613000000,여수시,1696,전라남도,여수시,2022-01-03,2022-12-30,승인완료,150,22년+사업계획서+노노케어.hwp,,N
사회서비스형,2022-10548,2,2022,Y,2020,노인 관련 시설지원(B-07),N,105001,(사회) 노인관련시설지원,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-02-01,2022-12-30,승인완료,130,2022년 사회서비스형 사업계획서(노인관련시설).hwp,2022년+사회서비스형+사업계획서(노인관련시설) -예산변경.hwp,N
사회서비스형,2022-10579,2,2022,Y,2021,공공행정업무지원(B-12),N,105001,(사회) 공공행정업무지원,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-02-01,2022-12-30,승인완료,37,2022년 사회서비스형 사업계획서(공공행정).hwp,2022년 공공행정사업계획서(5월3일)-예산변경.hwp,N
시장형,2022-10596,4,2022,Y,2020,카페(E-08),N,105001,계양산장미원실버카페,인천광역시,2824500000,계양구,6066,인천광역시,계양구,2022-01-01,2022-12-31,승인완료,24,2022년 시장형 계양산장미원실버카페 사업계획서.hwp,,N
사회서비스형,2022-10626,2,2022,Y,2022,노인맞춤돌봄서비스 지원(B-08),N,105001,행복돌봄사업단,부산광역시,2614000000,서구,484,부산광역시,서구,2022-01-03,2022-12-16,승인완료,23,2022년 행복돌봄사업단 사업계획서(사회서비스형).hwp,2022년+행복돌봄사업단+사업계획서(사회서비스형) (4).hwp,N
사회서비스형,2022-10713,5,2022,Y,2022,보육시설(어린이집 등) 지원(B-01),N,105001,어린이집 도우미 아동사랑,전라남도,4689000000,완도군,573,전라남도,완도군,2022-02-01,2022-12-31,승인완료,4,2022년 어린이집도우미 아동사랑 사업계획서.hwp,,N
공익활동형,2022-08275,2,2022,Y,2009,보육시설 봉사(A-10),N,105001,보육사랑나눔단,경기도,4139000000,시흥시,1128,경기도,시흥시,2022-01-02,2022-12-23,승인완료,105,2022년 노인 공익활동 사업계획서(보육사랑나눔단).hwp,2022년 노인 공익활동 사업계획서(보육사랑나눔단)-22.06.14.(수정).hwp,N
사회서비스형,2022-09269,7,2022,N,2022,공공행정업무지원(B-12),N,105001,공공기관 서포터즈,전라북도,4514000000,익산시,511083,전라북도,익산시,2022-01-01,2022-12-31,승인완료,33,(최종)2022년사회서비스형(공공기관 서포터즈).hwp,익산시북부노인종합복지관 공공기관서포터즈 변경예산서.hwp,N
사회서비스형,2022-09462,2,2022,N,2022,미디어 전문서비스(B-13),N,105001,시니어스마트폰교육사업단,부산광역시,2614000000,서구,153,부산광역시,서구,2022-01-14,2022-12-30,승인완료,4,(22)사회서비스형_시니어스마트폰교육사업단 사업계획서(완).hwp,(22)시니어스마트폰사업단_사업계획서.hwp,N
공익활동형,2022-09641,2,2022,Y,2019,지역사회 환경개선 봉사(A-16),N,105001,그린실버,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,50,2022년 그린실버 사업계획서(최종).hwp,2022년 그린실버 사업계획서(최종).hwp,N
사회서비스형,2022-09683,1,2022,N,2022,장애인 서비스 지원(B-06),N,105001,장애인서비스지원,경기도,4141000000,군포시,2052,경기도,군포시,2022-01-03,2022-12-31,승인완료,4,2022년 사회서비스형 장애인서비스지원 사업계획서(실뱅).hwp,,N
공익활동형,2022-10106,3,2022,Y,2014,지역사회 환경개선 봉사(A-16),N,105001,구불길 봉사활동,전라북도,4513000000,군산시,2655,전라북도,군산시,2022-01-03,2022-12-23,승인완료,80,2022년+노인+공익활동+사업계획서(구불길)-정수경(2021-1207-1751)-완.hwp,2022년+노인+공익활동+사업계획서(구불길)-정수경(2022-0415-1133)-완.hwp,N
공익활동형,2022-10637,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,우리마을가꾸기2,경기도,4167000000,여주시,25083,경기도,여주시,2022-02-01,2022-12-31,반려,208,2022년 우리마을가꾸기2.hwp,,Y
공익활동형,2022-10692,2,2022,Y,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,도서마을 경로당관리,전라남도,4689000000,완도군,573,전라남도,완도군,2022-02-01,2022-12-31,승인완료,138,2022년 도서마을경로당관리 2.hwp,,N
사회서비스형,2022-08518,1,2022,Y,2022,보육시설(어린이집 등) 지원(B-01),N,105001,보육시설,전라북도,4514000000,익산시,647,전라북도,익산시,2022-01-03,2022-11-30,승인완료,10,2022보육시설+사업계획서-수정본+(5).hwp+.hwp,,N
사회서비스형,2022-09494,1,2022,N,2022,청소년 시설 지원(B-03),N,105001,청소년 상담,전라북도,4519000000,남원시,890,전라북도,남원시,2022-01-01,2022-12-31,승인완료,4,2022년사회서비스형-청소년상담.hwp,,N
사회서비스형,2022-09669,3,2022,N,2022,공공행정업무지원(B-12),N,105001,국민연금공단지원,세종특별자치시,3611000000,세종시,72083,세종특별자치시,세종시,2022-01-01,2022-12-31,승인완료,2,2022년 사업계획서_국민연금공단지원.hwp,2022년 변경 사업계획서_국민연금공단지원.hwp,N
공익활동형,2022-09780,1,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,버스정류장가꾸미,서울특별시,1114000000,중구,1311,서울특별시,중구,2022-01-01,2022-12-31,승인완료,120,2022년 공익활동 사업계획서_버스정류장가꾸미.hwp,,N
공익활동형,2022-09797,3,2022,Y,2011,지역아동센터 봉사(A-11),N,105001,지역아동센터연계사업,전라북도,4513000000,군산시,115,전라북도,군산시,2022-01-01,2022-12-31,승인완료,30,2.2022년노인일자리및사회활동지원사업_지역아동센터연계사업.hwp,2.2022년노인일자리및사회활동지원사업_지역아동센터연계사업_0621.hwp,N
공익활동형,2022-08981,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,안산숲사랑,서울특별시,1141000000,서대문구,78083,서울특별시,서대문구,2022-02-01,2022-12-31,승인완료,75,2022년_공익활동_안산숲사랑_4.hwp,,N
공익활동형,2022-08988,1,2022,Y,2021,공공의료 및 복지시설 봉사(A-15),N,105001,경로당관리도우미,대전광역시,3017000000,서구,584,대전광역시,서구,2022-01-17,2022-12-30,승인완료,238,2022 경로당 관리도우미 사업계획서.hwp,,N
공익활동형,2022-09149,2,2022,Y,2012,공공의료 및 복지시설 봉사(A-15),N,105001,경로당 청소도우미,서울특별시,1129000000,성북구,1862,서울특별시,성북구,2022-01-01,2022-12-31,승인완료,90,2022년 사업계획서 - 경로당청소도우미 (90명).hwp,,N
사회서비스형,2022-09389,1,2022,N,2022,공공행정업무지원(B-12),N,105001,장기요양수급서비스보조,전라남도,4617000000,나주시,510083,전라남도,나주시,2022-02-01,2022-12-31,승인완료,16,2022년 사업계획서_장기요양수급서비스보조.hwp,,N
공익활동형,2022-10421,1,2022,Y,2008,노노케어(A-01),N,105001,우리동네 행복나눔이,대구광역시,2726000000,수성구,246,대구광역시,수성구,2022-01-01,2022-12-31,임시,350,21.12.06 2022년 우리동네행복나눔이 사업계획서.hwp,,Y
시장형,2022-10468,3,2022,N,2022,카페(E-08),N,105001,"카페, 선배시민",경기도,4128000000,고양시,2743,경기도,고양시,2022-01-01,2022-12-31,반려,6,"(시장형)2022년+시장형사업단+사업계획+수립+및+심사계획(카페,선배시민)-최종.hwp",,Y
시장형,2022-08369,5,2022,Y,2009,지역영농(E-12),N,105001,신토불이 건강원,광주광역시,2920000000,광산구,1345,광주광역시,광산구,2022-01-03,2022-12-31,승인완료,31,(시장형) 2022년 신토불이작물재배사업단 사업계획서(완성본).hwp,(시장형) 신토불이작물재배사업단 사업계획서.hwp,N
공익활동형,2022-09572,1,2022,Y,2009,공공의료 및 복지시설 봉사(A-15),N,105001,장애인시설도우미,부산광역시,2620000000,영도구,1445,부산광역시,영도구,2022-01-14,2022-12-19,승인완료,30,2022년 장애인시설도우미 사업계획서.hwp,,N
공익활동형,2022-09625,1,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,절영클린시설봉사단,부산광역시,2620000000,영도구,1132,부산광역시,영도구,2022-01-14,2022-12-30,승인완료,20,2022 공익활동 사업계획서(절영클린시설봉사단).hwp,,N
사회서비스형,2022-10801,1,2022,Y,2022,노인일자리 담당자 업무지원(B-14),N,105001,보육시설지원(한울타리)사업,전라남도,4611000000,목포시,2099,전라남도,목포시,2022-01-01,2022-10-31,반려,60,2022년 사회서비스형사업계획서(1).hwp,,Y
공익활동형,2022-08666,4,2022,Y,2019,지역상생 활동작업장(A-24),N,105001,시니어동행다듬이,서울특별시,1129000000,성북구,74083,서울특별시,성북구,2022-01-19,2022-12-16,승인완료,40,2022년+시니어동행다듬이+사업계획서_(지역상생형).hwp,,N
사회서비스형,2022-09025,2,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,교통약자 이동서비스(따뜻한 동행 ),전라북도,4511000000,전주시,744,전라북도,전주시,2022-02-01,2022-11-30,삭제요청,30,2022년+취약계층공익서비스(따뜻한+동행).hwp,,Y
시장형,2022-09251,1,2022,Y,2017,봉제제품(E-06),N,105001,에코리폼,서울특별시,1123000000,동대문구,699,서울특별시,동대문구,2022-01-01,2022-12-31,임시,10,2022년 사업계획서(에코리폼).hwp,,Y
시장형,2022-09628,1,2022,Y,2012,음식점(E-09),N,105001,할매정성밥상,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,10,2022년 할매정성밥상 사업계획서.hwp,,N
시장형,2022-09501,1,2022,Y,2009,도시락 및 반찬류(E-03),N,105001,효심푸드,전라북도,4514000000,익산시,508,전라북도,익산시,2022-01-01,2022-12-31,승인완료,8,2022년+효심푸드+사업계획서.hwp,,N
사회서비스형,2022-09686,2,2022,N,2022,공공행정업무지원(B-12),N,105001,공공시설지원,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,32,2022년 사회서비스형 공공시설지원 사업계획서.hwp,,N
시장형,2022-09849,2,2022,Y,2012,기타(E-19),N,105001,영도할매어울림사업단,부산광역시,2620000000,영도구,2355,부산광역시,영도구,2022-01-03,2022-12-30,승인완료,111,2022년 어울림사업계획서(126명).hwp,2022년 어울림사업계획서(111명)-최종_m.hwp,N
사회서비스형,2022-09911,4,2022,Y,2020,기타(B-15),N,105001,새싹건강지킴이,대전광역시,3014000000,중구,1516,대전광역시,중구,2022-02-01,2022-12-31,승인완료,60,2022년 새싹건강지킴이.hwp,3차-2022새싹건강지킴이 변경사업계획서.hwp,N
사회서비스형,2022-10484,7,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,시니어 금융업무지원사업,경상남도,4872000000,의령군,517084,경상남도,의령군,2022-01-03,2022-12-31,승인완료,11,시니어 금웅업무지원사업.hwpx,2)시니어금융-1219 (1).hwpx,N
공익활동형,2022-10664,1,2022,Y,2021,기타(A-19),N,105001,전통시장지킴이,경기도,4148000000,파주시,347083,경기도,파주시,2022-01-03,2022-12-16,승인완료,30,2022년도 전통시장지킴이 사업계획서.hwp,,N
공익활동형,2022-10312,3,2022,Y,2020,지역사회안전망 구축 지원(A-18),N,105001,대화서비스지원사업,경기도,4128000000,고양시,2743,경기도,고양시,2022-01-04,2022-11-30,승인완료,20,(공익형)2022년+대화서비스지원+사업계획서(최종).hwp,,N
시장형,2022-10455,2,2022,Y,2017,봉제제품(E-06),N,105001,에코리폼,서울특별시,1123000000,동대문구,699,서울특별시,동대문구,2022-01-01,2022-12-31,승인완료,10,2022년 사업계획서(에코리폼).hwp,,N
공익활동형,2022-10523,1,2022,Y,2020,지역사회 환경개선 봉사(A-16),N,105001,클린수호대,전라북도,4521000000,김제시,521,전라북도,김제시,2022-01-03,2022-12-30,승인완료,40,2022년+노인일자리및사회활동지원사업+클린수호대.hwp,,N
시장형,2022-10615,3,2022,Y,2019,카페(E-08),N,105001,새별이북카페,인천광역시,2824500000,계양구,6066,인천광역시,계양구,2022-01-01,2022-12-31,승인완료,12,2022년 시장형 새별이북카페 사업계획서.hwp,,N
공익활동형,2022-08291,1,2022,Y,2018,기타(A-19),N,105001,초등학교청결지킴이,서울특별시,1141000000,서대문구,210,서울특별시,서대문구,2022-03-01,2022-12-31,승인완료,135,2022년_공익활동 사업계획서_초등학교청결지킴이.hwp,,N
공익활동형,2022-08642,2,2022,Y,2019,학교급식 지원봉사(A-07),N,105001,학교급식도우미,서울특별시,1129000000,성북구,74083,서울특별시,성북구,2022-01-03,2022-12-30,승인완료,138,2022년+학교급식도우미+사업계획서_(공익형).hwp,,N
사회서비스형,2022-08892,1,2022,Y,2022,안전관리지원(B-10),N,105001,시니어안전모니터링(은빛모니터링),전라북도,4511000000,전주시,1672,전라북도,전주시,2022-01-28,2022-12-30,승인완료,20,2022년+사회서비스형+사업계획(은빛모니터링).hwp,,N
공익활동형,2022-08490,3,2022,Y,2022,노노케어(A-01),N,105001,노노케어,경기도,4136000000,남양주시,68,경기도,남양주시,2022-01-03,2022-12-31,승인완료,80,2022년_공익활동 사업계획 수립 및 심사계획(노노케어).hwp,2022년_공익활동+사업계획+수립+및+심사계획(노노케어).hwp,N
시장형,2022-09388,3,2022,N,2022,지하철 택배(E-14),N,105001,bmw택배사업단,서울특별시,1135000000,노원구,182083,서울특별시,노원구,2022-01-01,2022-12-31,반려,20,2022년+BMW택배사업단+사업계획서.hwp,,Y
공익활동형,2022-09778,2,2022,Y,2016,노노케어(A-01),N,105001,노노케어,부산광역시,2623000000,부산진구,785,부산광역시,부산진구,2022-01-17,2022-12-16,승인완료,26,2022년 노노케어 사업계획서.hwp,,N
공익활동형,2022-09867,2,2022,Y,2022,노노케어(A-01),N,105001,노노케어-도시락배달서비스,부산광역시,2614000000,서구,962,부산광역시,서구,2022-01-01,2022-12-31,승인완료,26,노노케어-도시락배달서비스.hwp,2. 노노케어-도시락배달서비스-수정.hwp,N
시장형,2022-10031,3,2022,Y,2011,카페(E-08),N,105001,시흥시노인종합복지관(동네카페 사업단),경기도,4139000000,시흥시,2040,경기도,시흥시,2022-01-01,2022-12-31,승인완료,50,2022년+시장형사업단+사업계획서(최신).hwp,2022년 동네카페_마실 사업단 계획서.pdf,N
공익활동형,2022-10269,2,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,아이클린시니어,서울특별시,1174000000,강동구,222,서울특별시,강동구,2022-02-01,2022-12-31,승인완료,35,2022년 공익활동형-공공시설봉사(아이클린시니어).hwp,2022년+공익활동형-공공시설봉사(아이클린시니어)_0530.hwp,N
공익활동형,2022-10299,2,2022,Y,2021,지역사회안전망 구축 지원(A-18),N,105001,우리동네 안전지킴이,인천광역시,2823700000,부평구,206083,인천광역시,부평구,2022-01-03,2022-11-30,승인완료,40,2022년+우리동네+안전지킴이+계획서(수정).hwp,,N
시장형,2022-09161,3,2022,Y,2012,카페(E-08),N,105001,"카페, 떡볶이 사업",서울특별시,1144000000,마포구,2528,서울특별시,마포구,2022-01-01,2022-12-31,승인완료,70,"2022년 시장형 사업계획서(카페,떡볶이).hwp",,N
공익활동형,2022-09674,3,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,클린깔끄미,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,125,2022년 클린깔끄미 사업계획서(최종).hwp,2022년 클린깔끄미 사업계획서(변경).hwp,N
공익활동형,2022-09939,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,우리마을가꾸기4,경기도,4167000000,여주시,25083,경기도,여주시,2022-02-01,2022-12-31,임시,208,2022년 노인 공익활동 사업계획서.hwp,,Y
공익활동형,2022-10251,1,2022,Y,2021,학교급식 지원봉사(A-07),N,105001,학교급식지원봉사,대전광역시,3011000000,동구,54,대전광역시,동구,2022-01-03,2022-12-30,승인완료,58,7_2022년 노인 공익활동 사업계획서_학교급식 지원봉사_수정.hwp,,N
공익활동형,2022-09745,3,2022,Y,2021,공원 놀이터 등 공공시설 봉사(A-13),N,105001,벼고을클린지원사업,전라북도,4521000000,김제시,525,전라북도,김제시,2022-01-03,2022-12-16,승인완료,142,2022년벼고을클린지원사업계획서.hwp,,N
사회서비스형,2022-10446,2,2022,Y,2021,취약계층 공익증진 서비스(B-09),N,105001,금융업무지원단,경기도,4115000000,의정부시,548,경기도,의정부시,2022-03-01,2022-12-31,승인완료,44,2022년+금융업무지원단+사업계획서.hwp,2022년+금융업무지원단+사업계획서 (2).hwp,N
시장형,2022-10501,7,2022,N,2022,음식점(E-09),N,105001,의령푸드,경상남도,4872000000,의령군,517084,경상남도,의령군,2022-01-01,2022-12-31,승인완료,20,의령푸드.hwp,221114-의령푸드 사업계획서.hwp,N
공익활동형,2022-08330,1,2022,Y,2022,공공의료 및 복지시설 봉사(A-15),N,105001,경로복지도우미,경기도,4146000000,용인시,1330,경기도,용인시,2022-01-01,2022-11-30,임시,140,2022년 경로복지도우미 사업계획서 최종(기흥구지회).hwp,,Y
사회서비스형,2022-08514,2,2022,Y,2020,노인맞춤돌봄서비스 지원(B-08),N,105001,노인맞춤돌봄서비스지원사업,광주광역시,2917000000,북구,49,광주광역시,북구,2022-01-04,2022-12-31,승인완료,25,2022년+노인맞춤돌봄서비스지원사업+사업계획서1.hwp,2022년+노인맞춤돌봄서비스지원사업+사업계획서1.hwp,N
시장형,2022-08799,2,2022,Y,2021,음식점(E-09),N,105001,한송정밥상,강원도,4215000000,강릉시,486,강원도,강릉시,2022-01-01,2022-12-31,승인완료,18,2022년 시장형사업계획서(한송정밥상).hwp,,N
사회서비스형,2022-08902,3,2022,Y,2021,기타(B-15),N,105001,(서울형)반려동물실버파트너사업,서울특별시,1100900000,직속,180,서울특별시,직속,2022-02-01,2022-11-30,승인완료,16,2022년 사회서비스사업 사업계획서(18명).hwp,2022년+사회서비스사업+사업계획서(16명).hwp,N
공익활동형,2022-08244,4,2022,Y,2022,주정차질서 계도 봉사(A-17),N,105001,주정차질서계도 봉사,전라남도,4682000000,해남군,388,전라남도,해남군,2022-01-03,2022-12-31,승인완료,9,주정차질서계도 봉사.hwp,★주정차질서계도+봉사.hwp,N
공익활동형,2022-09208,4,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,녹색마을만들기,전라북도,4511000000,전주시,117,전라북도,전주시,2022-01-13,2022-12-28,승인완료,160,06_공공_안골지킴이_사업계획_2022.hwp,05_공공_녹색마을만들기_사업계획_2022_0406.hwp,N
시장형,2022-09214,2,2022,N,2022,기타(E-19),N,105001,학교환경관리지원사업,경기도,4128000000,고양시,1643,경기도,고양시,2022-02-01,2022-12-31,반려,24,2022년 학교환경관리지원사업 사업계획서.hwp,,Y
사회서비스형,2022-09536,2,2022,N,2022,노인일자리 담당자 업무지원(B-14),N,105001,센터업무지원,강원도,4272000000,홍천군,109083,강원도,홍천군,2022-01-19,2022-12-31,승인완료,20,2022년+센터업무지원+사업계획서(20명).hwp,2022년+센터업무지원+사업계획서(20명) 수정안.hwp,N
사회서비스형,2022-09587,1,2022,Y,2019,보육시설(어린이집 등) 지원(B-01),N,105001,보육시설지원,경상북도,4715000000,김천시,143,경상북도,김천시,2022-01-01,2022-10-31,임시,82,22년사업계획서(보육시설지원-수정).hwp,,Y
공익활동형,2022-09700,2,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,안심보안관,전라북도,4514000000,익산시,508,전라북도,익산시,2022-01-01,2022-12-31,승인완료,170,2022년+안심보안관+사업계획서.hwp,,N
시장형,2022-09755,5,2022,Y,2021,카페(E-08),N,105001,콩카페 2호점(보람점),세종특별자치시,3611000000,세종시,72083,세종특별자치시,세종시,2022-01-01,2022-12-31,승인완료,10,2022년 사업계획서_콩카페 2호점(보람점).hwp,2022년 변경 사업계획서_콩카페 2호점(보람점).hwp,N
공익활동형,2022-09550,3,2022,Y,2018,학교급식 지원봉사(A-07),N,105001,초등학교급식도우미,서울특별시,1159000000,동작구,910,서울특별시,동작구,2022-03-01,2022-12-30,승인완료,130,2022년+노인+공익활동+사업계획서_초등학교+급식도우미.hwp,2022년+노인공익활동사업계획서+초등학교급식도우미+(수정).hwp,N
공익활동형,2022-09921,1,2022,Y,2019,학교급식 지원봉사(A-07),N,105001,학교급식도우미,세종특별자치시,3611000000,세종시,498,세종특별자치시,세종시,2022-02-01,2022-12-31,승인완료,30,(세종시노인회)2022년 노인 공익활동 사업계획서(학교급식도우미).hwp,,N
공익활동형,2022-10419,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,솔향 연곡면 봉사단,강원도,4215000000,강릉시,313,강원도,강릉시,2022-01-10,2022-11-30,승인완료,300,솔향+연곡면+봉사단.hwp,,N
사회서비스형,2022-10538,3,2022,N,2022,기타(B-15),N,105001,청정소독사업단,경상남도,4884000000,남해군,510084,경상남도,남해군,2022-01-10,2022-11-30,승인완료,15,사회서비스형(청정소독사업단)-수정.hwp,청정소독사업단-수정.hwp,N
사회서비스형,2022-08329,2,2022,Y,2021,공공행정업무지원(B-12),N,105001,공공행정업무(우체국)지원사업,경기도,4136000000,남양주시,1891,경기도,남양주시,2022-01-01,2022-12-31,승인완료,2,2022년 공공행정 업무지원 사업계획서(수정).hwp,,N
